track,artist,year,duration,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,popularity,genre
Cum On Feel the Noize - Re-Recorded,Quiet Riot,1999,280000,.40400001,.92000002,-4.9310002,.118,.00080699997,0,.0266,.44999999,6,Metal
Sign of the Times - Re-Recorded,Quiet Riot,1999,292000,.44,.93900001,-5.0050001,.108,.0149,.0000272,.34299999,.366,5,Metal
Man On The Silver Mountain,Rainbow,1975,277226,.59399998,.76999998,-8.2670002,.032000002,.27599999,.0176,.057500001,.82700002,55,Metal
Stargazer,Rainbow,1976,506160,.16599999,.94800001,-8.5030003,.063100003,.0037400001,.0131,.76899999,.47600001,54,Metal
Long Live Rock N Roll,Rainbow,1978,264960,.405,.96399999,-7.4559999,.057300001,.13,.000224,.18000001,.37799999,40,Metal
The Temple Of The King,Rainbow,1978,282013,.486,.48699999,-11.633,.0341,.44499999,.0000144,.064800002,.373,59,Metal
Since You Been Gone,Rainbow,1979,197160,.73299998,.72600001,-6.5139999,.037099998,.37900001,2.5800000e-06,.47099999,.91500002,67,Metal
I Surrender,Rainbow,1981,241893,.49000001,.86000001,-5.2839999,.057300001,.132,0,.215,.79500002,53,Metal
Kill The King,Rainbow,1981,270506,.41999999,.93800002,-7.882,.066399999,.00136,.0032899999,.17299999,.69700003,38,Metal
All Night Long,Rainbow,1983,230533,.57099998,.94499999,-6.3460002,.046100002,.051800001,.000077500001,.79299998,.77200001,46,Metal
Street Of Dreams,Rainbow,1988,265506,.55500001,.648,-8.7910004,.0286,.00199,3.8300000e-06,.059700001,.65899998,48,Metal
Round and Round,Ratt,1984,265893,.62800002,.93400002,-6.026,.052700002,.0068199998,.0000111,.085299999,.491,68,Metal
Back for More,Ratt,1985,227066,.625,.79299998,-8.1759996,.043200001,.00030799999,5.1299999e-06,.097900003,.46200001,47,Metal
Lay It Down,Ratt,1985,205466,.60699999,.86000001,-8.9940004,.033500001,.00035399999,.0232,.26300001,.34,62,Metal
Wanted Man,Ratt,1985,222506,.60900003,.86900002,-7.3099999,.050900001,.00069000002,7.8000003e-06,.044300001,.53500003,49,Metal
You're in Love,Ratt,1985,194840,.56800002,.93900001,-7.1269999,.046599999,.0026700001,.046399999,.086300001,.498,55,Metal
I Want a Woman,Ratt,1988,238866,.616,.96700001,-6.9159999,.043200001,.00182,.0114,.088,.685,41,Metal
Slip of the Lip,Ratt,1988,196040,.59299999,.75400001,-12.852,.032400001,.0014900001,.013,.37900001,.366,43,Metal
Body Talk,Ratt,1990,228666,.56699997,.96200001,-9.0039997,.042800002,.000107,.148,.162,.146,40,Metal
Dance,Ratt,1990,261053,.565,.93400002,-7.3720002,.045899998,.0037199999,.046599999,.155,.71100003,40,Metal
War of Words,Rob Halford,1992,269360,.65399998,.80199999,-6.5710001,.034899998,.0057299999,.37400001,.121,.29899999,21,Metal
Light Comes Out Of Black,Rob Halford,2002,298560,.51200002,.96499997,-9.1070004,.077699997,3.3599999e-06,.00144,.226,.178,20,Metal
More Human Than Human - Live,Rob Zombie,1995,266946,.50400001,.97899997,-4.5929999,.23800001,.00266,.00015000001,.99599999,.138,22,Metal
Dragula,Rob Zombie,1998,222826,.58999997,.963,-6.4889998,.067599997,.000087499997,.000105,.078100003,.58600003,78,Metal
Living Dead Girl,Rob Zombie,1998,201400,.51800001,.94800001,-5.579,.067599997,.0051199999,.099600002,.228,.54799998,70,Metal
Superbeast,Rob Zombie,1998,220266,.51999998,.97500002,-4.421,.0583,.000137,.82599998,.41999999,.329,65,Metal
Demon Speeding,Rob Zombie,2001,224306,.54900002,.81,-4.0009999,.0328,.000298,2.8899999e-06,.156,.41,59,Metal
Feel So Numb,Rob Zombie,2001,233666,.56599998,.889,-5.2199998,.042599998,.000043,.0090699997,.292,.141,63,Metal
House Of 1000 Corpses,Rob Zombie,2001,566826,.36000001,.79299998,-9.1689997,.27500001,.0113,.87099999,.091499999,.168,45,Metal
"Never Gonna Stop (The Red,Red Kroovy)",Rob Zombie,2001,189133,.61699998,.85000002,-4.5430002,.032499999,.000063899999,.000029299999,.48100001,.58899999,57,Metal
The Devil's Rejects,Rob Zombie,2005,234240,.52100003,.68900001,-4.7969999,.0383,.00764,.00020900001,.164,.093999997,41,Metal
"Foxy,Foxy",Rob Zombie,2006,208946,.62699997,.847,-4.4970002,.041499998,.0117,0,.317,.62,42,Metal
Primo Victoria,Sabaton,2005,250720,.43599999,.74800003,-6.349,.030999999,.00067600003,3.0100000e-06,.221,.58899999,64,Metal
40:1,Sabaton,2008,250813,.46200001,.94099998,-4.3400002,.086800002,.0000697,.00060500001,.15099999,.53899997,52,Metal
Ghost Division,Sabaton,2008,231186,.34299999,.94499999,-3.2590001,.055500001,.000101,9.6200001e-06,.34599999,.53899997,61,Metal
Swedish Pagans,Sabaton,2008,253226,.257,.97899997,-4.079,.121,.088299997,.045200001,.54500002,.17,53,Metal
Carolus Rex - English Version,Sabaton,2012,293826,.442,.84600002,-5.5450001,.049899999,.00059399998,.000092599999,.101,.241,54,Metal
No Bullets Fly,Sabaton,2014,217520,.458,.92500001,-4.8200002,.103,.00015000001,.00162,.22499999,.34400001,54,Metal
The Final Solution,Sabaton,2014,296773,.491,.96499997,-3.378,.067900002,.012,.000216,.0955,.54000002,52,Metal
To Hell and Back,Sabaton,2014,206546,.53600001,.84899998,-4.7020001,.0616,.00318,.0019700001,.104,.30500001,67,Metal
Bismarck,Sabaton,2015,313984,.505,.85900003,-5.546,.043099999,.00346,.0012000001,.26300001,.43399999,62,Metal
The Last Stand,Sabaton,2016,235840,.51899999,.935,-5.6560001,.042300001,.0045400001,0,.066100001,.498,69,Metal
Metal CrÃ¼e,Sabaton,2019,222506,.338,.76700002,-4.6009998,.033799998,.0000246,1.3200000e-06,.176,.308,39,Metal
Sirens,Savatage,1985,215706,.38299999,.69400001,-10.729,.056899998,.000168,.0537,.099699996,.27500001,21,Metal
Hall of the Mountain King,Savatage,1987,333813,.35499999,.92199999,-7.3309999,.103,.13600001,.0138,.26499999,.27599999,38,Metal
Power of the Night,Savatage,1987,314080,.41100001,.89600003,-13.76,.080300003,.020300001,.162,.13500001,.17200001,17,Metal
Gutter Ballet,Savatage,1989,381400,.31299999,.79100001,-6.6290002,.051399998,.228,.075800002,.134,.184,27,Metal
When the Crowds Are Gone,Savatage,1991,346333,.35499999,.447,-11.647,.0385,.40900001,.0015,.076099999,.315,27,Metal
Believe,Savatage,1993,342160,.303,.495,-9.5909996,.0348,.036800001,.00041199999,.085699998,.13600001,24,Metal
Edge of Thorns,Savatage,1993,355893,.31200001,.67500001,-10.077,.0436,.00294,.000147,.249,.25799999,29,Metal
The Wake of Magellan,Savatage,1994,370400,.42399999,.73500001,-8.3269997,.035700001,.069899999,0,.20200001,.49399999,15,Metal
Christmas Eve (Sarajevo 12/24),Savatage,1995,204306,.198,.63200003,-6.434,.032600001,.20999999,.926,.119,.14399999,23,Metal
747 (Strangers In the Night) (1997 - Remaster),Saxon,1980,298640,.47499999,.87,-8.8780003,.076200001,.0092599997,.00036899999,.764,.31799999,41,Metal
Heavy Metal Thunder (2009 Remaster),Saxon,1980,263840,.31200001,.96499997,-6.4770002,.2,.00248,.199,.57200003,.32699999,30,Metal
Strong Arm of the Law (2009 Remaster),Saxon,1980,277456,.46700001,.84799999,-8.0319996,.0491,.00156,.44600001,.104,.43000001,36,Metal
Wheels of Steel (1997 - Remaster),Saxon,1980,358626,.546,.778,-8.2620001,.060600001,.0065899999,.53799999,.28,.184,48,Metal
Princess of the Night,Saxon,1981,242453,.33000001,.84100002,-5.303,.056200001,.00029200001,.00026199999,.061000001,.67199999,52,Metal
Power and the Glory - 1999 Remaster,Saxon,1983,355400,.36199999,.90600002,-11.932,.041099999,.000139,.00115,.0977,.40700001,35,Metal
Crusader,Saxon,1984,394666,.433,.64399999,-8.0539999,.0381,.000374,.00035700001,.117,.32300001,44,Metal
And the Bands Played on,Saxon,1990,168400,.39700001,.89700001,-4.54,.087499999,.0144,.0050400002,.25999999,.77700001,47,Metal
Lovedrive,Scorpions,1979,292000,.29899999,.66299999,-8.658,.034899998,.00238,.15899999,.078699999,.347,31,Metal
Make It Real,Scorpions,1980,229000,.58700001,.73400003,-8.7740002,.060199998,.041099999,.0030700001,.35800001,.69700003,35,Metal
The Zoo,Scorpions,1980,330000,.46200001,.704,-10.177,.076300003,.056000002,.184,.37099999,.221,54,Metal
Blackout,Scorpions,1982,228000,.26300001,.83999997,-9.757,.052700002,.0067599998,.35600001,.69999999,.71399999,49,Metal
No One Like You,Scorpions,1982,237000,.505,.63099998,-10.433,.037999999,.020300001,.000022099999,.141,.83499998,68,Metal
Big City Nights,Scorpions,1984,249000,.53200001,.72299999,-11.779,.033300001,.00152,.0042500002,.078000002,.866,56,Metal
Rock You Like A Hurricane,Scorpions,1984,252000,.48199999,.61699998,-12.931,.0458,.0054299999,.00014600001,.28400001,.71799999,71,Metal
Still Loving You,Scorpions,1984,387000,.273,.38999999,-12.384,.0317,.134,.00174,.183,.085100003,65,Metal
Send Me An Angel,Scorpions,1990,273000,.153,.417,-11.587,.031800002,.43399999,.00062200002,.211,.16599999,70,Metal
Wind Of Change,Scorpions,1990,312000,.45199999,.52399999,-10.108,.035100002,.315,0,.103,.24600001,79,Metal
Beneath the Remains,Sepultura,1989,314160,.31,.99800003,-5.2360001,.132,.000087,.00973,.417,.039799999,42,Metal
Kaiowas,Sepultura,1991,223586,.46599999,.495,-13.905,.126,.11,.70599997,.39899999,.26899999,39,Metal
Refuse / Resist,Sepultura,1993,199226,.47499999,.95300001,-6.9510002,.15000001,.000291,.0033799999,.104,.23199999,58,Metal
Territory,Sepultura,1993,287480,.33199999,.94599998,-6.2329998,.127,.000275,.030400001,.13600001,.303,58,Metal
Attitude,Sepultura,1996,255400,.47499999,.94199997,-4.2870002,.139,.00141,.079700001,.093900003,.178,52,Metal
Inner Self,Sepultura,1996,309253,.27500001,.99699998,-5.2160001,.077200003,.000164,.071099997,.073700003,.083800003,49,Metal
Ratamahatta,Sepultura,1996,270640,.52999997,.94999999,-5.402,.095899999,.00801,.205,.33000001,.41100001,57,Metal
Roots Bloody Roots,Sepultura,1996,212253,.428,.87400001,-6.664,.12800001,.000337,.041900001,.31099999,.26100001,63,Metal
Sepulnation,Sepultura,1996,260360,.46799999,.88800001,-6.1129999,.0561,7.0500000e-06,.0405,.15800001,.37200001,36,Metal
Slave New World,Sepultura,1996,175520,.345,.97299999,-6.1810002,.104,.000062599996,.00697,.0297,.193,48,Metal
45,Shinedown,2003,250093,.44600001,.65700001,-4.494,.0262,.0022,0,.189,.215,66,Metal
Bully,Shinedown,2003,242746,.51899999,.96899998,-2.3399999,.066200003,.000090299996,0,.111,.47999999,56,Metal
GET UP,Shinedown,2008,245786,.55199999,.935,-4.0960002,.0623,.0174,1.9800000e-06,.116,.38,57,Metal
If You Only Knew,Shinedown,2008,226640,.449,.95599997,-4.0110002,.039799999,.00034699999,0,.32499999,.32100001,54,Metal
Second Chance,Shinedown,2008,222066,.46000001,.796,-4.5009999,.033300001,.00107,0,.106,.182,69,Metal
Simple Man - Rock Version,Shinedown,2008,265800,.53200001,.625,-4.9499998,.029300001,.064000003,0,.223,.22499999,60,Metal
Sound of Madness,Shinedown,2008,233986,.32800001,.93900001,-1.654,.042300001,.000049300001,.0065000001,.33700001,.329,70,Metal
Cut the Cord,Shinedown,2015,224596,.447,.96600002,-2.9660001,.089000002,.00349,.00019799999,.31200001,.53299999,70,Metal
How Did You Love,Shinedown,2018,187626,.331,.75,-5.2020001,.0436,.000068599998,1.2100001e-06,.094499998,.25999999,57,Metal
Planet Zero,Shinedown,2022,222738,.41600001,.96399999,-2.967,.112,.000023500001,.00087500003,.47299999,.212,55,Metal
18 and Life,Skid Row,1989,229960,.303,.648,-11.101,.034699999,.00226,.0000149,.112,.30500001,73,Metal
I Remember You,Skid Row,1989,313693,.48199999,.528,-12.708,.026699999,.0065799998,7.2200000e-06,.14,.48899999,69,Metal
Wasted Time,Skid Row,1989,348760,.368,.87699997,-6.816,.046599999,.0102,0,.075400002,.28999999,57,Metal
Youth Gone Wild,Skid Row,1989,198906,.53500003,.71799999,-11.276,.044,.0020300001,.000119,.35600001,.62800002,68,Metal
Beggar's Day,Skid Row,1991,242666,.43700001,.92799997,-6.763,.0524,.000252,.0099299997,.112,.26699999,31,Metal
In a Darkened Room,Skid Row,1991,235066,.34799999,.66799998,-8.9700003,.031300001,.00275,1.0500000e-06,.192,.36399999,62,Metal
Monkey Business,Skid Row,1991,258265,.49700001,.90100002,-6.724,.051100001,.00102,.000688,.104,.57099998,59,Metal
Piece of Me,Skid Row,1991,166693,.48699999,.87099999,-10.67,.047600001,.00721,.0035000001,.50800002,.83499998,55,Metal
Slave to the Grind,Skid Row,1991,208666,.486,.977,-7.566,.105,6.7999999e-06,.35499999,.242,.30700001,58,Metal
The Threat,Skid Row,1991,229466,.528,.95899999,-5.5380001,.065800004,.00069999998,.0000917,.39199999,.421,47,Metal
Wait and Bleed,Slipknot,1999,147840,.382,.99599999,-4.119,.104,.00208,0,.417,.32699999,68,Metal
Left Behind,Slipknot,2001,241466,.229,.99400002,-3.431,.22,.000070299997,.0054799998,.31799999,.115,65,Metal
Spit It Out,Slipknot,2001,159773,.331,.94599998,-4.599,.077500001,.0309,5.6200001e-06,.25400001,.53399998,63,Metal
The Heretic Anthem,Slipknot,2001,254000,.45100001,.99299997,-4.1430001,.185,.00056199997,.0047900002,.152,.14,63,Metal
Before I Forget,Slipknot,2004,278600,.29100001,.97399998,-2.997,.171,.0177,5.4400002e-06,.88599998,.34799999,77,Metal
Duality,Slipknot,2004,252613,.354,.98199999,-3.026,.168,.000237,.000294,.204,.19400001,80,Metal
Vermilion,Slipknot,2004,316666,.219,.98900002,-2.9619999,.16,.0042099999,.0156,.375,.149,64,Metal
Psychosocial,Slipknot,2008,283400,.57599998,.98900002,-1.909,.112,.0025200001,.0031999999,.0243,.352,62,Metal
Snuff,Slipknot,2008,276146,.54400003,.69,-5.723,.0425,.012,.0094999997,.061500002,.219,67,Metal
Sulfur,Slipknot,2008,277800,.278,.98500001,-1.934,.12899999,.00023400001,.000235,.104,.34200001,56,Metal
Bother,Stone Sour,2002,240400,.27200001,.28099999,-7.6339998,.0287,.38800001,.0000229,.15800001,.141,62,Metal
Get Inside,Stone Sour,2002,193533,.26499999,.95700002,-3.415,.0995,.000022300001,.029100001,.105,.396,47,Metal
30/30-150,Stone Sour,2006,258066,.51200002,.91900003,-4.5809999,.089400001,.000040300001,.00062900002,.089900002,.602,51,Metal
sillyworld,Stone Sour,2006,250160,.36000001,.78200001,-4.5609999,.045200001,.00014400001,8.8400002e-06,.102,.30599999,35,Metal
Through Glass,Stone Sour,2006,282946,.54500002,.75300002,-4.618,.035999998,.041700002,0,.389,.43399999,69,Metal
Made of Scars,Stone Sour,2008,203680,.52899998,.84100002,-4.0250001,.042800002,5.1600000e-06,.00084599998,.040399998,.28299999,44,Metal
Say You'll Haunt Me,Stone Sour,2010,264373,.55900002,.86799997,-4.7379999,.047499999,.000012,.0039400002,.0418,.68400002,56,Metal
Absolute Zero,Stone Sour,2012,229840,.55199999,.98799998,-2.5550001,.078699999,.000108,.30899999,.84600002,.61900002,65,Metal
Creep,Stone Temple Pilots,1992,332626,.65899998,.56300002,-6.3200002,.0287,.0043100002,.0155,.11,.161,57,Metal
Dead & Bloated - 2017 Remaster,Stone Temple Pilots,1992,310080,.574,.86199999,-6.4489999,.0601,.000971,0,.092299998,.59399998,54,Metal
Plush,Stone Temple Pilots,1992,310400,.417,.91299999,-6.0489998,.044100001,.00248,1.0900000e-06,.16599999,.43900001,57,Metal
Big Empty,Stone Temple Pilots,1994,293986,.33500001,.71600002,-7.0229998,.040600002,.034600001,0,.107,.30000001,42,Metal
Interstate Love Song,Stone Temple Pilots,1994,193613,.214,.94700003,-5.053,.050900001,.00055300002,.0032200001,.23800001,.484,53,Metal
Vasoline,Stone Temple Pilots,1994,174760,.296,.98900002,-4.9450002,.111,.00141,.00016700001,.0911,.324,43,Metal
Lady Picture Show,Stone Temple Pilots,1996,246306,.34299999,.93599999,-4.8969998,.038600001,.0148,.000033699998,.113,.52200001,49,Metal
Trippin' on a Hole in a Paper Heart,Stone Temple Pilots,1996,175920,.47,.98900002,-3.8570001,.063199997,.000386,.00161,.15700001,.44600001,61,Metal
Sour Girl,Stone Temple Pilots,1999,256253,.39399999,.66299999,-6.619,.0295,.076899998,.0064400001,.23899999,.73699999,54,Metal
Institutionalized,Suicidal Tendencies,1983,229960,.35800001,.80400002,-8.5340004,.30199999,.040399998,0,.111,.625,56,Metal
Join The Army,Suicidal Tendencies,1987,217466,.41299999,.79900002,-9.4090004,.075800002,.0040899999,0,.050000001,.736,37,Metal
War Inside My Head,Suicidal Tendencies,1987,230640,.35600001,.94300002,-9.191,.088699996,.0090100002,0,.37200001,.317,47,Metal
How Will I Laugh Tomorrow,Suicidal Tendencies,1988,403400,.25099999,.80299997,-12.197,.042300001,.0131,.000052899999,.163,.54400003,39,Metal
I Saw Your Mommy...,Suicidal Tendencies,1988,292800,.31999999,.71499997,-8.8599997,.053599998,.0070400001,0,.338,.77100003,40,Metal
Pledge Your Allegiance,Suicidal Tendencies,1988,270693,.42399999,.71100003,-12.811,.0352,.023600001,.00032399999,.133,.44100001,34,Metal
Possessed To Skate,Suicidal Tendencies,1988,154133,.161,.90200001,-10.844,.066200003,.000157,.0438,.34799999,.43700001,40,Metal
Trip at the Brain,Suicidal Tendencies,1988,271373,.29899999,.91399997,-12.181,.048,.00106,.0119,.102,.63700002,42,Metal
You Can't Bring Me Down,Suicidal Tendencies,1988,348093,.27200001,.958,-10.797,.38100001,.0019499999,.0000463,.091499999,.038199998,52,Metal
Cyco Vision,Suicidal Tendencies,1990,109306,.28200001,.99599999,-3.9909999,.27399999,.0066800001,0,.067400001,.32300001,58,Metal
Suite-Pee,System Of A Down,1998,151733,.26300001,.88999999,-2.9130001,.177,.0022,.00348,.30599999,.28600001,64,Metal
Aerials,System Of A Down,2001,235053,.36399999,.92199999,-4.217,.056699999,.00091499998,.034600001,.069700003,.227,79,Metal
Chop Suey!,System Of A Down,2001,210240,.417,.93400002,-3.908,.119,.00027799999,.0015,.132,.287,84,Metal
Prison Song,System Of A Down,2001,201160,.493,.97399998,-3.2520001,.13500001,.020199999,.0000831,.182,.354,67,Metal
Science,System Of A Down,2001,162666,.50400001,.84899998,-3.6059999,.032900002,.000497,.185,.11,.51300001,57,Metal
Spiders,System Of A Down,2001,215440,.46000001,.54000002,-5.132,.0381,.032400001,.016799999,.32600001,.0506,68,Metal
Toxicity,System Of A Down,2001,218933,.41299999,.87300003,-4.151,.053599998,.000264,.0024900001,.204,.47999999,83,Metal
B.Y.O.B.,System Of A Down,2005,255466,.53799999,.98100001,-2.688,.14,.0066200001,0,.219,.71100003,76,Metal
Bounce,System Of A Down,2005,114226,.46000001,.977,-3.8529999,.0394,.000245,.20100001,.28299999,.88999999,60,Metal
Hypnotize,System Of A Down,2005,189440,.27399999,.92000002,-4.0960002,.048900001,.030300001,.00041199999,.115,.039700001,69,Metal
Little Suzi,Tesla,1986,297000,.55000001,.71899998,-9.809,.038699999,.031500001,2.5300001e-06,.115,.35800001,47,Metal
Modern Day Cowboy,Tesla,1986,318226,.44499999,.76800001,-8.8360004,.034699999,.0127,2.5800000e-06,.092500001,.31999999,54,Metal
Hang Tough,Tesla,1989,262493,.375,.85600001,-8.3339996,.0614,.041000001,1.4400000e-06,.094899997,.205,42,Metal
Heaven's Trail (No Way Out),Tesla,1989,283840,.48800001,.86199999,-8.0600004,.046399999,.060400002,.0000115,.092600003,.30199999,41,Metal
Love Song,Tesla,1989,323360,.354,.31799999,-9.974,.034000002,.34299999,.038899999,.113,.28099999,52,Metal
Signs - Live At The Trocadero / 1990,Tesla,1990,194933,.333,.74000001,-10.479,.045899998,.161,0,.98199999,.48100001,44,Metal
What You Give,Tesla,1990,435226,.43399999,.579,-8.6029997,.0295,.123,.0000291,.085699998,.36899999,50,Metal
Edison's Medicine,Tesla,1994,286905,.48199999,.92799997,-7.3870001,.048,.00068200001,.00126,.375,.36300001,39,Metal
The Way It Is,Tesla,1994,308866,.32699999,.82300001,-7.1220002,.0394,.018999999,.000081999999,.124,.48899999,39,Metal
Into the Now,Tesla,2004,265493,.528,.93599999,-5.0609999,.042199999,.0000106,.0601,.061299998,.583,21,Metal
Over the Wall,Testament,1987,246066,.212,.68699998,-15.09,.067699999,7.4499999e-06,.069300003,.097199999,.308,39,Metal
Disciples of the Watch,Testament,1988,305666,.324,.87099999,-11.059,.0471,.000136,.67900002,.34200001,.447,29,Metal
Into the Pit,Testament,1988,166240,.37200001,.83899999,-9.9139996,.0405,.000018500001,.025800001,.142,.671,40,Metal
The New Order,Testament,1988,266573,.382,.83700001,-10.775,.0403,.0000149,.20100001,.055399999,.57999998,29,Metal
Practice What You Preach,Testament,1989,294600,.235,.97600001,-10.458,.051600002,.00039500001,.054400001,.117,.289,35,Metal
The Preacher,Testament,1989,218533,.308,.833,-10.005,.049699999,.000112,.0231,.094999999,.59399998,23,Metal
Souls of Black,Testament,1990,202493,.40400001,.89099997,-11.498,.054699998,.000082999999,.20900001,.085900001,.51599997,47,Metal
Electric Crown,Testament,1991,330226,.35699999,.90499997,-7.7870002,.052299999,.0039499998,.000417,.375,.546,45,Metal
Low,Testament,1994,213706,.37099999,.88700002,-9.1009998,.048300002,.0000611,.032099999,.074199997,.72799999,35,Metal
More Than Meets the Eye,Testament,2012,273226,.458,.98400003,-4.2940001,.15000001,6.4400001e-06,.51499999,.0678,.38100001,53,Metal
She Sells Sanctuary,The Cult,1985,252533,.55000001,.76499999,-8.684,.0287,4.7600001e-06,.87300003,.132,.419,67,Metal
Spiritwalker,The Cult,1985,193200,.359,.87800002,-7.678,.065700002,.000065599997,.116,.32600001,.54000002,34,Metal
The Witch - Edit,The Cult,1985,259493,.63599998,.87599999,-8.5019999,.0942,.00013299999,.058499999,.125,.56800002,40,Metal
Wild Flower,The Cult,1985,217466,.53200001,.699,-9.4960003,.061799999,.0067400001,.00026900001,.092500001,.83700001,51,Metal
Lil' Devil,The Cult,1987,166040,.56699997,.86299998,-8.1549997,.0328,.0027699999,.0046799998,.34599999,.49200001,49,Metal
Love Removal Machine,The Cult,1987,258906,.32300001,.85699999,-6.9720001,.109,.00217,.00050199998,.056699999,.63999999,53,Metal
Edie (Ciao Baby),The Cult,1989,286533,.47799999,.80800003,-9.1590004,.045899998,.0766,.0011,.20900001,.28999999,49,Metal
Fire Woman,The Cult,1989,307960,.49000001,.85399997,-7.4889998,.0407,.00025799999,.00073500001,.29899999,.44299999,59,Metal
Sweet Soul Sister,The Cult,1989,308266,.442,.866,-9.2449999,.0614,.124,.0103,.15899999,.15099999,49,Metal
Rain,The Cult,1991,236466,.56099999,.84500003,-6.9809999,.0328,.00064799999,.82300001,.347,.60500002,56,Metal
Still In Love With You,Thin Lizzy,1974,340040,.58399999,.40700001,-11.945,.059,.041200001,.036800001,.125,.59399998,39,Metal
Rosalie,Thin Lizzy,1975,176600,.53899997,.81099999,-11.224,.088600002,.0616,.00089899998,.064400002,.55299997,44,Metal
Cowboy Song,Thin Lizzy,1976,314440,.53100002,.66799998,-9.4940004,.115,.21799999,.00404,.30700001,.43399999,51,Metal
Emerald - Alternate Version,Thin Lizzy,1976,245506,.25099999,.87699997,-6.9689999,.123,.048799999,.0129,.0548,.57999998,22,Metal
Jailbreak,Thin Lizzy,1976,240600,.616,.76099998,-9.1990004,.126,.19599999,.0024999999,.37400001,.708,57,Metal
The Boys Are Back In Town,Thin Lizzy,1976,266720,.44499999,.70599997,-9.8030005,.046100002,.234,.000252,.205,.76800001,72,Metal
Dancing In The Moonlight (It's Caught Me In It's Spotlight),Thin Lizzy,1977,204653,.671,.461,-13.874,.13,.0075500002,0,.103,.78399998,59,Metal
My Sarah,Thin Lizzy,1980,212466,.71399999,.56199998,-11.811,.039700001,.472,.00031800001,.079899997,.778,26,Metal
Deified,Tony Iommi,2000,236521,.419,.91799998,-7.9310002,.052000001,.000272,.84399998,.073600002,.178,38,Metal
Scent of Dark,Tony Iommi,2000,225944,.28099999,.70099998,-8.7980003,.033100002,.0000349,.76700002,.091600001,.20200001,30,Metal
Sober,TOOL,1993,306853,.38499999,.67299998,-8.1820002,.032900002,.000183,.149,.072099999,.18700001,68,Metal
Ãnema,TOOL,1996,399266,.33500001,.84899998,-6.927,.32100001,.00193,.25400001,.092799999,.25600001,61,Metal
Stinkfist,TOOL,1999,312120,.28600001,.72799999,-6.6079998,.0616,.000174,.83600003,.133,.46700001,67,Metal
Forty Six & 2,TOOL,2001,363066,.375,.68199998,-6.8979998,.036400001,.00152,.59799999,.089699998,.396,68,Metal
Lateralus,TOOL,2001,562706,.38699999,.67699999,-8.3990002,.083999999,.00108,.87099999,.101,.37099999,61,Metal
Parabola,TOOL,2001,363680,.31400001,.92900002,-6.2379999,.105,.0000203,.51599997,.139,.285,63,Metal
Schism,TOOL,2001,403533,.56699997,.71399999,-8.5120001,.030200001,.0012000001,.417,.186,.191,69,Metal
Jambi,TOOL,2006,448613,.47499999,.83099997,-7.4190001,.050500002,.000145,.85399997,.34599999,.52100003,62,Metal
The Pot,TOOL,2006,381946,.46900001,.79000002,-6.8889999,.039099999,.00014800001,.37200001,.28200001,.46599999,68,Metal
Vicarious,TOOL,2006,426680,.50599998,.87699997,-5.73,.032000002,.0000516,.77600002,.071199998,.30199999,63,Metal
Strife,Trivium,2004,269266,.461,.98699999,-1.711,.108,.0000358,.000084799998,.359,.30899999,56,Metal
A Gunshot to the Head of Trepidation,Trivium,2005,355320,.25400001,.95200002,-3.4719999,.049699999,.0000268,.00039100001,.20900001,.48100001,46,Metal
Pull Harder on the Strings of Your Martyr,Trivium,2005,291213,.229,.98799998,-3.4749999,.116,.0000151,.000272,.094899997,.359,51,Metal
Like Light to the Flies,Trivium,2006,340626,.51200002,.95200002,-3.9030001,.042399999,.0000213,.00232,.34599999,.45300001,47,Metal
Down from the Sky,Trivium,2008,334440,.45300001,.98699999,-2.2980001,.090300001,.0000373,2.2500001e-06,.057599999,.336,51,Metal
Shogun,Trivium,2008,714986,.227,.96399999,-4.329,.054900002,.000020400001,.00557,.296,.206,40,Metal
Betrayer,Trivium,2011,327026,.46200001,.97600001,-3.569,.093000002,.00025799999,.0012000001,.33399999,.40000001,38,Metal
In Waves,Trivium,2011,302466,.477,.94,-3.4349999,.103,.00021100001,.051800001,.34599999,.338,56,Metal
Until the World Goes Cold,Trivium,2015,321161,.51700002,.88700002,-7.6370001,.073200002,.000244,.0025800001,.15099999,.53100002,55,Metal
The Heart from Your Hate,Trivium,2017,243853,.58200002,.92799997,-4.6589999,.063500002,.0087599996,5.0300000e-06,.29699999,.565,63,Metal
Shoot 'Em Down,Twisted Sister,1982,234000,.514,.93400002,-5.0300002,.083899997,.021199999,0,.67199999,.551,13,Metal
I Am (I'm Me),Twisted Sister,1983,215000,.375,.639,-11.314,.033100002,.00148,0,.071800001,.58700001,33,Metal
You Can't Stop Rock 'N' Roll,Twisted Sister,1983,282000,.23999999,.97899997,-3.0599999,.118,.00054400001,.0000121,.178,.308,42,Metal
Burn in Hell,Twisted Sister,1984,283000,.35699999,.82800001,-12.136,.0482,.00151,.000527,.345,.62400001,48,Metal
I Wanna Rock,Twisted Sister,1984,179000,.50400001,.91100001,-2.97,.073799998,.0051199999,.0123,.35499999,.671,70,Metal
S.M.F.,Twisted Sister,1984,180000,.40599999,.74400002,-11.444,.039900001,.017100001,.00015599999,.118,.389,31,Metal
Stay Hungry,Twisted Sister,1984,183000,.35499999,.991,-3.0550001,.162,.000022300001,.000095399999,.122,.273,44,Metal
